"","continent","location","lat","long","total_cases","total_deaths","case_fatality_rate","total_tests","positive_rate","hospital_beds_per_thousand","num_physicians_per_thousand","handwashing_facilities","gdp_per_capita","current_health_exp","govt_health_exp","population","population_density","pop_young","pop_working","pop_old","extreme_poverty","human_development_index","annual_intl_arrivals_thousands","total_cases_log","total_deaths_log","total_tests_log","gdp_per_capita_log","population_log","population_density_log","annual_intl_arrivals_thou_log","deaths_per_test","deaths_per_population"
"32","Africa","Cameroon",3.848,11.5021,47669,721,0.0151251337347123,497211,0.093,1.3,2.3105,2.735,3364.926,4.6707,3.1372,26545864,50.885,42.36213102,54.91421907,2.723649908,23.8,0.563,1081,10.7720365704248,6.58063913728495,13.1167697622678,8.12116125075232,17.0943845119728,3.9295681846439,6.98564181763921,0.00145008859417833,2.71605399620822e-05
"33","North America","Canada",60,-95,965882,22830,0.0236364276381587,26977663,0.039,2.5,23.11,87.847,44017.591,10.5728,19.3279,37742157,4.037,15.84589974,66.50620337,17.64789689,0.5,0.929,21134,13.7807969525242,10.0358307395238,17.1105197852739,10.692344628458,17.4462882504845,1.3955018418708,9.95863839700098,0.000846255659728569,0.00060489388563563
"34","Africa","Cape Verde",16.5388,-23.0418,17018,165,0.00969561640615819,979476,0.043,2.1,1.87,26.664,6222.554,4.4032,6.0656,555988,135.58,39.88891432,56.95484186,3.156243813,32.3,0.665,156,9.7420268864095,5.10594547390058,13.7947730137695,8.7359357123881,13.228501990266,4.90956187200282,5.04985600724954,0.000168457420089926,0.000296768995014281
"35","North America","Cayman Islands",19.3133,-81.2546,7954,188,0.0210408505875769,2091666,0.054,2.9,26.76,87.202,49903.029,5.7589,11.2112,65720,256.496,20.26118068,66.50620337,11.11820802,1.3,0.796,375,8.98143022576764,5.23644196282995,14.5534714355889,10.8178369813002,11.0931585721512,5.54711306994732,5.92692602597041,8.98805067348229e-05,0.00286062081558125
"36","Africa","Central African Republic",6.6111,20.9394,5088,64,0.0125786163522013,267671,0.105,1,0.72,16.603,661.24,5.8218,5.0349,4829764,7.479,43.92001576,53.26519409,2.81479015,49.2,0.397,107,8.53464010501996,4.15888308335967,12.4975138934199,6.49411686018481,15.3903081631514,2.01209909320953,4.67282883446191,0.000239099491539988,1.32511650672787e-05
"37","Africa","Chad",15.4542,18.7322,4501,160,0.0355476560764275,267671,0.078,0.4,0.43,5.818,1768.153,4.4873,4.6784,16425859,11.833,46.82094474,50.68741364,2.491641623,38.4,0.398,87,8.41205487329293,5.07517381523383,12.4975138934199,7.47769077791489,16.6143674192932,2.47089223840242,4.46590811865458,0.000597748728849969,9.74073867308857e-06
"38","South America","Chile",-35.6751,-71.543,969913,22653,0.0233557030372827,10810199,0.095,2.11,25.91,67.779,22767.037,8.9835,17.7318,19116209,24.282,19.49427286,68.62418701,11.88154013,1.3,0.851,5723,13.7849616557355,10.0280475724715,16.1960005983266,10.0330690232299,16.7660471718701,3.18973533512178,8.6522484224091,0.00209552109077733,0.00118501529251956
"39","Asia","China",35.8617,104.19545,101663,4841,0.0476181108171114,8229683,0.092,4.34,19.8,64.204,15308.712,5.1512,9.0721,1439323774,147.674,17.80450834,70.72329863,11.47219302,0.7,0.761,62900,11.5294187006973,8.4848765899397,15.923258054293,9.63617735709187,21.0874392388482,4.99500714154349,11.0493014426885,0.000588236509231279,3.36338500582566e-06
"40","South America","Colombia",4.5709,-74.2973,2375591,62790,0.0264313175121475,12401610,0.16,1.71,21.85,65.386,13254.949,7.2263,17.4857,50882884,44.223,22.62078466,68.61338533,8.765830007,4.5,0.767,3904,14.6807568066001,11.0475511041082,16.3333368608566,9.49212627111105,17.7450371577797,3.78924501573325,8.26975694753298,0.00506305229724205,0.00123401024202952
"41","Africa","Comoros",-11.6455,43.3333,3690,146,0.0395663956639566,267671,0.078,2.2,2.72,15.574,1413.89,7.3844,3.365,869595,437.352,39.28587378,57.65872279,3.055403427,18.1,0.554,36,8.21338173703457,4.98360662170834,12.4975138934199,7.25410004993681,13.6757828650026,6.08073836285186,3.58351893845611,0.000545445715075597,0.00016789424962195
"42","Africa","Congo",-0.228,15.8277,9681,135,0.0139448404090487,497211,0.073,2,1.65,47.964,4881.406,2.9303,3.3985,5518092,15.405,39.88891432,56.95484186,3.156243813,37,0.574,156,9.17792048072007,4.90527477843843,13.1167697622678,8.49318857210421,15.5235427063279,2.73469213204863,5.04985600724954,0.000271514507925207,2.44649781119996e-05
"43","North America","Costa Rica",9.7489,-83.7534,215178,2931,0.0136212809859744,649297,0.089,1.13,28.94,83.841,15524.995,7.3288,26.9071,5094114,96.079,21.0786358,69.04092888,9.880435323,1.3,0.81,3017,12.2792208715606,7.98309894071089,13.3836455181255,9.65020658474044,15.4435963135409,4.56517076972423,8.01201823915906,0.00451411295601243,0.000575369926939209
"44","Africa","Cote d'Ivoire",7.54,-5.5471,42861,232,0.00541284617717739,497211,0.135,0.9,1.87,19.351,3601.006,4.4032,6.0656,26378275,76.399,41.71470319,55.41217747,2.873119343,28.2,0.538,1072,10.6657176005333,5.44673737166631,13.1167697622678,8.18896852985132,17.0880513126681,4.33596960708158,6.97728134163075,0.000466602709915911,8.79511643577906e-06
"45","Europe","Croatia",45.1,15.2,265901,5872,0.0220834069822979,1503437,0.158,5.54,30,97.164,22669.797,6.7891,12.4076,4105268,73.726,14.56222109,64.57764368,20.86013523,0.7,0.851,16645,12.4908793380364,8.67795057029435,14.2232643783047,10.028788788896,15.2277815849739,4.30035551852932,9.71986515000913,0.00390571736627474,0.00143035728727089
"46","North America","Cuba",21.521757,-77.781167,71584,414,0.00578341528833259,2843469,0.04,5.2,84.22,85.198,7423.808,11.7113,15.875,11326616,110.408,16.04234991,68.39269093,15.56495916,8.7,0.783,4684,11.1786268642899,6.02586597382531,14.8605353436122,8.91244741206264,16.2426659123104,4.70418259498574,8.45190772471761,0.000145596804466657,3.65510758023403e-05
"47","Europe","Cyprus",35.1264,33.4299,44305,250,0.00564270398374901,3342269,0.008,3.4,19.51,97.164,32415.132,6.6846,7.5817,875899,127.657,16.70708967,69.24464468,14.04826565,0.7,0.887,3939,10.6988528164814,5.52146091786225,15.0221604756224,10.3863806297896,13.6830060664677,4.84934697963012,8.27868216297091,7.47994850205055e-05,0.000285421035987026
"48","Europe","Czechia",49.8175,15.473,1511021,25778,0.0170599879154558,2500123,0.052,6.63,41.21,97.164,32605.906,7.2313,15.1796,10708982,137.176,15.13545128,64.70807551,19.99180778,0.7,0.9,10611,14.228296139239,10.1572766939647,14.7318504886281,10.3922487165905,16.1865933865524,4.92126477287655,9.26964647787359,0.0103106927139185,0.00240713823218678
"49","Africa","Democratic Republic of Congo",-4.0383,21.7587,27887,734,0.026320507763474,471022,0.23,0.7,0.84,4.472,808.133,4.9412,5.1353,89561404,35.879,43.84380657,53.53565232,2.620541103,77.1,0.48,1364,10.2359159094003,6.59850902861452,13.0626600810372,6.69472664893575,18.3104350262133,3.58015216612216,7.21817683840341,0.00155831362441669,8.19549456817359e-06
"50","Europe","Denmark",56.2639,9.5018,227741,2414,0.0105997602539727,20588227,0.005,2.5,40.1,97.164,46682.515,10.1083,16.6023,5792203,136.52,16.40095872,63.63378215,19.96525913,0.2,0.94,12749,12.3359642973271,7.78904040165748,16.8402299655343,10.7511249624127,15.5720232607761,4.91647112403851,9.45320811613812,0.000117251475807023,0.000416767160957584
"51","Africa","Djibouti",11.8251,42.5903,7249,66,0.00910470409711684,267671,0.073,1.4,2.24,15.95,2705.406,3.3165,4.0695,988002,41.285,29.20497966,66.1859567,4.609063643,22.5,0.524,63,8.88861880730088,4.18965474202643,12.4975138934199,7.90300727243928,13.8034400010195,3.72049923786939,4.14313472639153,0.000246571350650612,6.68014842075218e-05
"52","North America","Dominica",15.415,-61.371,161,566,0.0255336286749899,802126,0.132,3.8,11.19,87.202,9673.367,5.8769,7.2704,71991,98.567,26.85844526,65.42821497,8.469582569,3.2,0.742,63,5.08140436498446,6.33859407820318,13.5950209817405,9.17713171812239,11.184296390185,4.59073651999049,4.14313472639153,0.00070562480208845,0.00786209387284522
"53","North America","Dominican Republic",18.7357,-70.1627,251582,3302,0.0131249453458515,1284835,0.137,1.6,15.27,55.182,14600.861,6.1364,15.5982,10847904,222.873,27.7086939,64.99291644,7.298389658,1.6,0.756,6569,12.4355242591188,8.10228362448007,14.0661408633976,9.58883577856035,16.1994824395656,5.40660210250311,8.79011689289247,0.00256997980285406,0.000304390599326838
"54","South America","Ecuador",-1.8312,-78.1834,322699,16679,0.0516859364299239,1063430,0.336,1.5,20.37,80.635,10581.936,8.2574,11.9228,17643060,66.939,27.70696817,64.92083246,7.372199367,3.6,0.759,2535,12.6844752791818,9.72190572207717,13.8770100910518,9.26690367543974,16.6858530628866,4.20378175692048,7.83794891602528,0.0156841541051127,0.00094535755135447
"55","Africa","Egypt",26.820553,30.802498,199364,11845,0.0594139363174896,2279472,0.124,1.6,4.52,89.827,10550.206,5.2876,5.4199,102334403,97.999,28.96832505,65.61641934,6.552777882,1.3,0.707,11196,12.2028875785854,9.37966111659289,14.6394543951647,9.26390066477993,18.4437564695975,4.58495727453688,9.32331185063534,0.00519637881053156,0.000115747975780931
"56","North America","El Salvador",13.7942,-88.8965,63766,1998,0.0313333124235486,802126,0.09,1.3,15.66,90.65,7292.458,7.2276,19.2442,6486201,307.811,26.85844526,64.67197217,8.469582569,2.2,0.673,1677,11.0629754119225,7.5999019592085,13.5950209817405,8.8945959423835,15.6851875551935,5.72948595825809,7.42476176182321,0.00249088048511082,0.000308038557547014
"57","Africa","Equatorial Guinea",1.6508,10.2679,6902,102,0.0147783251231527,1218744,0.043,2.1,4.02,24.64,22604.873,3.1071,2.9434,1402985,45.194,36.95679749,60.6186937,2.424508808,1.1,0.592,1623,8.83956650365795,4.62497281328427,14.0133313782052,10.0259207814869,14.1541126676518,3.81096433466417,7.39203156751459,8.36927197180048e-05,7.27021315267091e-05
"58","Africa","Eritrea",15.1794,39.7823,3208,9,0.00280548628428928,267671,0.105,0.7,0.63,7.876,1510.459,2.87,2.6767,3546427,44.304,40.9983537,55.96138757,2.947736623,49.2,0.459,142,8.07340296898641,2.19722457733622,12.4975138934199,7.32016885712832,15.0814511757384,3.79107496642861,4.95582705760126,3.36233659978107e-05,2.5377654749414e-06
"59","Europe","Estonia",58.5953,25.0136,102738,860,0.00837080729622924,1116763,0.208,4.69,44.83,89.443,29481.252,6.4294,12.2249,1326539,31.033,16.46326928,63.54492294,19.99180778,0.5,0.892,3234,11.539937337217,6.75693238924755,13.9259448800689,10.2915098148723,14.0980838528062,3.43505115441866,8.08147504013705,0.000770082819720926,0.000648303593034204
"60","Africa","Eswatini",-26.5225,31.4659,17318,666,0.0384570966624322,497211,0.043,2.1,3.29,24.097,7738.975,6.9304,10.0202,1160164,79.492,37.83143024,58.1537805,4.014789266,6,0.611,1499,9.75950170200775,6.50128967054039,13.1167697622678,8.95402452887372,13.9640719323998,4.37565638766604,7.3125534981026,0.00133947157243102,0.00057405677128406
"61","Africa","Ethiopia",9.145,40.4897,198794,2784,0.0140044468142902,2279472,0.23,0.3,0.77,7.96,1729.927,3.5026,4.7883,114963583,104.957,40.33644118,56.14686837,3.516690455,26.7,0.485,849,12.2000243916626,7.93164402145431,14.6394543951647,7.45583449006973,18.5601259666119,4.65355074247022,6.74405918631135,0.00122133546716082,2.42163642377082e-05
"62","Europe","Faeroe Islands",61.8926,-6.9118,10838,115,0.0124223602484472,2843469,0.036,4.51,33.33,86.979,29481.252,6.7425,13.2689,48865,35.308,15.13545128,64.70613601,20.15841271,0.5,0.882,3042,9.29081375612606,4.74493212836325,14.8605353436122,10.2915098148723,10.7968166727729,3.56410956715799,8.02027047281924,4.04435567962935e-05,0.0023534226951806
"63","Oceania","Fiji",-17.7134,178.065,67,2,0.0298507462686567,36597,0,2.3,8.6,79.807,8702.975,3.5007,7.1619,896444,49.562,29.2936818,65.0820886,5.624229594,1.4,0.743,870,4.20469261939097,0.693147180559945,10.5077215488168,9.07142020021271,13.7061911049341,3.9032244110718,6.76849321164863,5.46492881930213e-05,2.23103729848156e-06
"64","Europe","Finland",61.92411,25.748151,75545,817,0.0108147461777748,3843816,0.038,3.28,38.12,97.164,40585.721,9.2069,13.0394,5540718,18.136,16.01634155,61.84301383,22.14064462,0.2,0.938,3224,11.2324837841739,6.70563909486,15.1619761811213,10.6111715842217,15.5276346532138,2.89789891320523,8.07837810362652,0.000212549195903238,0.000147453813747605
"65","Europe","France",46.2276,2.2137,4569164,94623,0.0207090399906854,48108527,0.08,5.98,32.67,97.164,38605.671,11.3129,15.4681,68147687,122.578,17.80215787,61.80647185,20.39137028,0.7,0.901,89322,15.33484081397,11.457655854453,17.6889699958716,10.5611544617601,18.0371877756923,4.80874756204913,11.4000030971051,0.00196686545817543,0.00138849906967495
"66","Africa","Gabon",-0.8037,11.6094,18777,111,0.00591148745806039,1218744,0.043,6.3,6.82,44.6,16562.413,2.7807,9.7151,2225728,7.859,37.1795456,59.27572714,3.544727257,3.4,0.703,1623,9.84038799559281,4.70953020131233,14.0133313782052,9.71489112988459,14.6155946110784,2.06165937188404,7.39203156751459,9.10773714578287e-05,4.98713230008339e-05
"67","Africa","Gambia",13.4432,-15.3101,5365,163,0.0303821062441752,52362,0.107,1.1,1.02,7.876,1561.767,3.2821,3.0606,2416664,207.566,40.9983537,56.11429871,2.947736623,10.1,0.496,552,8.5876516550648,5.09375020080676,10.8659364163914,7.35357315153934,14.6978986347139,5.33544936138564,6.31354804627709,0.0031129445017379,6.74483502878348e-05
"68","Asia","Georgia",42.3154,43.3569,279936,3746,0.013381630086877,2145944,0.03,2.6,71.2,71.18,9745.079,7.6017,9.519,3989175,65.032,20.03142542,64.90751896,15.06105563,4.2,0.812,4757,12.5423162845964,8.22844388300403,14.5790901067717,9.1845177186302,15.1990950005695,4.17487945644427,8.46737249643228,0.00174561871139228,0.000939041280465259
"69","Europe","Germany",51.165691,10.451526,2782925,75915,0.0272788522867127,48910097,0.079,8,42.49,97.164,45229.245,11.2468,19.8808,83783945,237.016,13.79948848,64.6375192,21.56299232,0.2,0.947,38881,14.8390130908096,11.2373695723163,17.7054944157481,10.7194991698718,18.243751959985,5.46812764940492,10.5682609784082,0.00155213349914231,0.000906080514590236
"70","Africa","Ghana",7.9465,-1.0232,90287,740,0.00819608581523364,979476,0.093,0.9,1.36,41.047,4227.63,3.2624,6.0656,31072945,126.719,37.36487213,59.53780569,3.097322178,12,0.611,897,11.4107487644786,6.60665018619822,13.7947730137695,8.34939683133482,17.2518480628445,4.84197203662084,6.7990558620588,0.000755506005251788,2.38149296759609e-05
"71","Europe","Gibraltar",36.1408,-5.3536,10838,115,0.0124223602484472,2843469,0.036,4.51,33.33,86.979,48472.545,10.1083,15.7394,33691,3457.1,16.40095872,64.51118404,19.60531972,0.2,0.944,12749,9.29081375612606,4.74493212836325,14.8605353436122,10.7887528341662,10.4249860183584,8.14818536631841,9.45320811613812,4.04435567962935e-05,0.00341337449170402
"72","Europe","Greece",39.0742,21.8243,252590,7826,0.0309830159547092,6307247,0.057,4.21,54.79,97.164,24574.382,8.0414,10.2267,10423056,83.479,13.89659859,64.16193128,21.94147013,1.5,0.888,30123,12.439522899833,8.96520680277036,15.6572098477139,10.1094597971915,16.1595308334404,4.42459510322015,10.3130442785475,0.00124079491416778,0.000750835455551616
"73","North America","Grenada",12.1165,-61.679,155,1,0.00645161290322581,802126,0.132,3.7,14.07,83.841,13593.877,4.7571,8.9967,112519,317.132,23.71722186,66.60535879,9.677419355,2.2,0.779,185,5.04342511691925,0,13.5950209817405,9.51737474975619,11.6308773752554,5.75931809099077,5.22035582507832,1.24668692948489e-06,8.88738790782001e-06
"74","North America","Guatemala",15.7835,-90.2308,193050,6794,0.0351929551929552,1029304,0.132,0.6,3.55,76.665,7423.808,5.8138,17.2122,17915567,157.834,33.85933214,61.21168353,4.928984331,8.7,0.663,1781,12.1707045016924,8.82379514872053,13.8443934036433,8.91244741206264,16.7011805576761,5.06154384781394,7.48493028328966,0.00660057670037229,0.000379223275489969
"75","Africa","Guinea",9.9456,-9.6966,19501,116,0.00594841290190247,267671,0.105,0.3,0.83,17.45,1998.926,4.1231,4.1134,13132792,51.755,43.44998914,53.60810527,2.94190559,35.3,0.477,99,9.87822102528824,4.75359019110636,12.4975138934199,7.60036531530594,16.3906228664764,3.94652104583571,4.59511985013459,0.000433367828416227,8.83285138453423e-06
"76","Africa","Guinea-Bissau",11.8037,-15.1804,3630,61,0.0168044077134986,267671,0.105,0.8,1.27,6.403,1548.675,7.2359,3.0088,1967998,66.191,42.15366371,54.98307584,2.863260455,67.1,0.48,45,8.1969879272589,4.11087386417331,12.4975138934199,7.34515500562065,14.4925273403337,4.19254450203907,3.80666248977032,0.000227891702874051,3.09959664593155e-05
"77","South America","Guyana",4.860416,-58.93018,10072,225,0.0223391580619539,1063430,0.211,1.6,8.02,77.159,7435.047,4.9455,8.5423,786559,3.952,27.92993053,65.35848517,6.711584305,3.6,0.682,287,9.21751457572418,5.41610040220442,13.8770100910518,8.91396018032686,13.5754230145601,1.37422177988562,5.65948221575962,0.000211579511580452,0.000286056100050982
"78","North America","Haiti",18.9712,-72.2852,12736,251,0.0197079145728643,802126,0.132,0.7,2.34,22.863,1653.173,8.0355,5.239,11402533,398.448,32.8585874,62.07774305,5.063669546,23.5,0.51,447,9.45218790808416,5.52545293913178,13.5950209817405,7.41045175054195,16.249346081666,5.98757700038079,6.10255859461357,0.000312918419300708,2.20126528026711e-05
"79","North America","Honduras",15.2,-86.2419,187015,4557,0.0243670293826698,802126,0.132,0.7,3.09,84.169,4541.795,7.8584,11.7122,9904608,82.805,31.15942483,64.01238565,4.828189524,16,0.634,851,12.1389441065235,8.42441979126388,13.5950209817405,8.42107758734485,16.1085106613599,4.41648844604145,6.74641212857337,0.00568115233766266,0.000460088879842594
"80","Asia","Hong Kong",22.3,114.2,227178,1279,0.00364300018463549,8307697,0.009,2,25.28,95.803,56054.92,4.7481,8.9203,7496988,7039.714,18.71869615,75.66632272,2.763838983,0.2,0.949,14673,12.3334891301548,7.15383380157884,15.9326929924416,10.9340872034169,15.8300118978437,8.85932282332687,9.59376434920747,0.00015395361674842,0.000170601847035103
"81","Europe","Hungary",47.1625,19.5033,624779,19752,0.0316143788443594,3992774,0.267,7.02,34.08,97.164,26777.561,6.88,10.077,9660350,108.043,14.43321973,65.87232267,19.69445761,0.5,0.854,17552,13.3451532661873,9.89101003102502,15.1999967853952,10.1953195396681,16.0835404374164,4.68252929603243,9.77292318251501,0.00494693664104204,0.00204464641550254
"82","Europe","Iceland",64.9631,-19.0208,6163,29,0.00470550056790524,297181,0.007,2.91,40.78,97.164,46482.958,8.3263,15.7394,341250,3.404,19.64717091,65.16070802,15.19212107,0.2,0.949,2344,8.72631895096224,3.36729582998647,12.6020966597687,10.7468410297762,12.7403706254813,1.22495121071113,7.7596141506969,9.75836274862794e-05,8.4981684981685e-05
"83","Asia","India",20.593684,78.96288,11971624,161552,0.0134945768427074,238604638,0.046,0.53,8.57,59.55,6426.674,3.535,3.375,1380004385,450.419,26.61826465,67.00381119,6.377924156,21.2,0.645,17423,16.2980497408461,11.9925823512441,19.2903185058298,8.76821242057461,21.0453525136467,6.11017826066042,9.7655464514229,0.000677069822926074,0.000117066294684274
"84","Asia","Indonesia",-0.7893,113.9213,1492002,40364,0.0270535830380924,8229683,0.12,1.04,4.27,64.204,11188.744,2.9891,8.7285,273523621,145.725,26.21511948,67.73457784,6.050302682,5.7,0.718,15810,14.2156294002275,10.6056935775844,15.923258054293,9.32266355193207,19.4268985417277,4.98172128393161,9.66839793020352,0.0049046846640387,0.000147570435973425
"85","Asia","Iran",32.427908,53.688046,1846923,62308,0.0337361113592716,11844528,0.128,1.5,18.49,90.67,19082.62,4.1666,7.8694,83992953,49.831,24.29082287,66.9828933,7.652343941,0.2,0.783,8789,14.4290315690866,11.0398451074465,16.2873765467439,9.85653325213707,18.2462434604312,3.90863728032394,9.08125621856465,0.00526048821869474,0.000741824138508382
"86","Asia","Iraq",33.223191,43.679291,827157,14177,0.0171394306038636,7793654,0.143,1.4,7.08,94.576,15663.986,4.1666,4.9836,40222503,88.125,38.02092726,58.58053961,3.398533134,2.5,0.674,892,13.6257497987933,9.55937621211763,15.8688203707725,9.65911947100074,17.5099371730924,4.47875626113243,6.79346613258001,0.00181904405815295,0.000352464390393606
"87","Europe","Ireland",53.1424,-7.6921,233937,4653,0.0198899703766399,3896983,0.036,2.96,33.13,97.164,67335.293,7.1844,20.0431,4937796,69.874,21.15037496,64.62679429,14.22283075,0.2,0.955,10926,12.3628071273215,8.44526745184465,15.1757132219813,11.1174397912521,15.4124296357617,4.24669362010273,9.29890054895566,0.00119400058968695,0.000942323255152704
"88","Europe","Isle of Man",54.2361,-4.5481,10838,115,0.0124223602484472,2843469,0.036,4.51,33.33,86.979,11803.431,8.0956,12.8232,85032,147.872,16.39360314,68.10508937,15.38917207,1,0.795,1711,9.29081375612606,4.74493212836325,14.8605353436122,9.37614553090233,11.3507829352134,4.99634703468786,7.44483327389219,4.04435567962935e-05,0.00135243202559037
"89","Asia","Israel",31.046051,34.851612,831383,6165,0.0074153548966,14778889,0.015,2.99,46.25,94.576,33132.32,7.4075,11.9277,8655541,402.606,27.88557191,59.90575367,12.20867441,0.5,0.919,4121,13.6308458581536,8.72664341559844,16.5087103015115,10.4082645200079,15.9737102518602,5.9979584162243,8.32385113133882,0.000417149083398624,0.00071226050457158
"90","Europe","Italy",41.87194,12.56738,3512453,107636,0.0306441111098141,48108527,0.071,3.18,39.77,97.164,35220.084,8.8403,13.4217,60461828,205.859,13.16665751,63.82120584,23.01213665,2,0.892,61567,15.0718252117517,11.5865104432436,17.6889699958716,10.4693717670559,17.9175227817245,5.32719146841635,11.0278812916897,0.00223735804673463,0.0017802306605748
"91","North America","Jamaica",18.1096,-77.2975,37747,566,0.0149945691048295,270017,0.246,1.7,13.06,66.425,8193.571,5.9884,13.3156,2961161,266.879,23.5312194,67.54638893,8.922391673,3.2,0.734,2473,10.5386612813206,6.33859407820318,12.5062401989614,9.01110510135424,14.901091979128,5.58679537216096,7.81318726752142,0.00209616431558013,0.000191141244937374
"92","Asia","Japan",36.204824,138.252924,466563,9021,0.0193350094199497,8979084,0.03,13.05,24.12,94.576,39002.223,10.9359,23.6443,126476458,347.778,12.57303102,59.4249197,28.00204928,0.2,0.919,31192,13.0531483383829,9.10731047165664,16.0104084306212,10.5713739234873,18.6555667460458,5.85156434517541,10.3479169306624,0.00100466818218874,7.13255268423156e-05
"93","Europe","Jersey",23.7,12.4534,2254,56,0.0124223602484472,186726,0.04,2.397,33.33,85.198,48472.545,9.761,15.3043,101073,508.544,16.40095872,64.51118404,19.60531972,0.2,0.944,12749,7.72046169459972,4.02535169073515,12.1373975806802,10.7887528341662,11.5235983070265,6.23155174075208,9.45320811613812,0.000299904673157461,0.000554054989957753
"94","Asia","Jordan",31.24,36.51,582133,6472,0.0111177342634759,5664285,0.191,1.4,23.24,71.18,8337.49,8.1193,12.392,10203140,109.285,33.56224213,62.54434157,3.893416292,0.1,0.729,4150,13.2744542229431,8.77524045873833,15.5496912308864,9.02851749082286,16.1382060740178,4.69395914880215,8.33086361322474,0.0011425978742242,0.000634314534545248
"95","Asia","Kazakhstan",48.0196,66.9237,290792,3220,0.0110732069658037,8457728,0.038,6.7,39.8,98.999,24055.588,3.1254,7.8694,18776707,6.681,28.88124994,63.46640612,7.652343941,0.1,0.825,8789,12.5803635139467,8.07713663853845,15.9505911375946,10.0881225978173,16.7481276702566,1.89926767694334,9.08125621856465,0.000380716901749501,0.000171489068876667
"96","Africa","Kenya",-0.0236,37.9062,129330,2104,0.0162684605273332,924770,0.073,1.4,1.57,24.651,2993.028,4.8025,7.9821,53771300,87.324,39.19337426,58.38279903,2.42382671,36.8,0.601,1364,11.7701225564093,7.6515955738576,13.7373003369277,8.00404086297099,17.800250425544,4.46962533915295,7.21817683840341,0.00227516031013117,3.91286801695328e-05
"97","Europe","Kosovo",16.5388,9.537499,84172,1811,0.0215154683267595,764199,0.299,4.28,28.74,94.043,9795.834,6.9953,12.8232,1932774,168.155,15.88969107,68.39780528,14.20263062,0.6,0.78,1711,11.3406176033585,7.50163445788341,13.5465835054361,9.18971247223636,14.4744668346454,5.12488617309953,7.44483327389219,0.0023698015830955,0.000936995220341333
"98","Asia","Kuwait",29.31166,47.481766,227178,1279,0.00562994656172693,2005458,0.147,2,26.46,94.576,65530.537,5.2914,8.9203,4270563,232.128,21.56983829,75.66632272,2.763838983,0.2,0.806,8508,12.3334891301548,7.15383380157884,14.5113830215646,11.0902715267199,15.2672562266304,5.44728894366044,9.04876217632013,0.000637759554176652,0.000299492127852932
"99","Asia","Kyrgyzstan",41.20438,74.766098,87946,1495,0.0169990676096696,2145944,0.186,4.5,22.13,89.22,3393.474,6.1859,6.1876,6524191,32.333,31.09919594,64.18303487,4.595215725,1.4,0.697,423,11.3844782687449,7.30988148582479,14.5790901067717,8.12960945440826,15.691027518812,3.47608838050378,6.04737217904628,0.000696663100248655,0.000229147184685427
"100","Asia","Laos",19.85627,102.495496,49,1495,0.0111177342634759,2145944,0.186,1.5,23.24,49.839,6397.36,6.4144,7.9006,7275556,29.715,25.34019489,66.60697097,6.092974373,22.7,0.613,1652,3.89182029811063,7.30988148582479,14.5790901067717,8.76364068424624,15.8000307942183,3.39165196881862,7.40974195408092,0.000696663100248655,0.000205482577551461
"101","Europe","Latvia",56.8796,24.6032,100716,1872,0.0185869176694865,1763959,0.039,5.57,31.91,97.164,25063.846,5.9557,9.0019,1886202,31.212,16.30775621,63.35573279,20.336511,0.7,0.866,1946,11.5200599538708,7.53476265703754,14.3830712726484,10.1291816883425,14.4500758414243,3.44080263625451,7.57353126274595,0.0010612491560178,0.000992470583744477
"102","Asia","Lebanon",33.8547,35.8623,458338,6058,0.0132173199691058,2145944,0.03,2.9,21.04,94.043,13367.565,8.1955,13.5022,6825442,594.561,25.57221984,67.15448853,7.273291633,1.8,0.744,1964,13.035362182181,8.70913499158718,14.5790901067717,9.50058652935081,15.7361676588431,6.38782331810004,7.58273848891441,0.00282300004100759,0.000887561567441347
"103","Africa","Lesotho",-29.61,28.2336,10686,315,0.0294778214486244,267671,0.073,0.7,0.69,2.117,2851.153,8.7632,11.8211,2142252,73.562,32.46691711,62.60725706,4.925825825,59.6,0.527,1173,9.27668975251772,5.75257263882563,12.4975138934199,7.95547875285331,14.5773681701288,4.29812858805602,7.06731984865348,0.00117681780992338,0.000147041524526526
"104","Africa","Liberia",6.428055,-9.429499,2042,85,0.0416258570029383,214525,0.105,0.8,0.38,1.188,752.788,8.1553,4.2041,5057677,49.127,40.75291845,55.96138757,3.285693974,38.6,0.48,107,7.62168499872461,4.44265125649032,12.2761815606753,6.62378364765528,15.4364178449401,3.89440878182889,4.67282883446191,0.000396224216291807,1.68061345159052e-05
"105","Africa","Libya",26.3351,17.228331,156116,2602,0.0166670936995567,1218744,0.043,3.7,20.91,44.6,17881.509,3.5854,4.3341,6871287,3.623,28.06827699,67.47348414,4.458238878,2,0.724,1623,11.9583545996494,7.86403565907245,14.0133313782052,9.79152244113952,15.7428619828978,1.28730241191294,7.39203156751459,0.0021349848696691,0.000378677240522772
"106","Europe","Liechtenstein",47.14,9.55,2649,56,0.0211400528501321,2843469,0.036,2.397,33.33,86.979,32415.132,7.2313,13.6175,38137,237.012,15.13545128,64.70613601,20.15841271,0.7,0.919,85,7.88193748927207,4.02535169073515,14.8605353436122,10.3863806297896,10.5489402184834,5.46811077276472,4.44265125649032,1.96942537442821e-05,0.00146839027715866
